ID,dd,mm,aaaa,FechaUTC,hh,mm,ss,HoraUTC,Latitud,Longitud,Profundidad,Magnitud
20090817000302,17,08,2009,2009/08/17,00,03,02,00:03:02,16.13,-97.96,022,4.00
20090818205726,18,08,2009,2009/08/18,20,57,26,20:57:26,15.98,-97.60,017,3.30
20090819002730,19,08,2009,2009/08/19,00,27,30,00:27:30,16.80,-93.95,150,4.00
20090820051604,20,08,2009,2009/08/20,05,16,04,05:16:04,16.54,-94.71,106,3.80
20090821140122,21,08,2009,2009/08/21,14,01,22,14:01:22,15.99,-97.76,025,3.60
20090822102333,22,08,2009,2009/08/22,10,23,33,10:23:33,15.97,-96.10,049,5.10
20090823121032,23,08,2009,2009/08/23,12,10,32,12:10:32,15.86,-96.99,015,3.50
20090824195331,24,08,2009,2009/08/24,19,53,31,19:53:31,15.88,-96.37,047,3.80
20090825235626,25,08,2009,2009/08/25,23,56,26,23:56:26,17.03,-95.03,164,4.10
20090826222408,26,08,2009,2009/08/26,22,24,08,22:24:08,14.28,-92.68,016,3.80
20090827162156,27,08,2009,2009/08/27,16,21,56,16:21:56,14.35,-93.20,036,4.00
20090828231428,28,08,2009,2009/08/28,23,14,28,23:14:28,15.85,-96.44,020,3.60
20090829011226,29,08,2009,2009/08/29,01,12,26,01:12:26,15.21,-93.25,067,4.00
20090830032918,30,08,2009,2009/08/30,03,29,18,03:29:18,17.64,-94.75,110,4.00
20090831112944,31,08,2009,2009/08/31,11,29,44,11:29:44,16.78,-95.23,102,3.80
20090901074841,01,09,2009,2009/09/01,07,48,41,07:48:41,16.74,-94.99,110,3.70
20090902155934,02,09,2009,2009/09/02,15,59,34,15:59:34,14.11,-93.26,014,4.00
20090903200115,03,09,2009,2009/09/03,20,01,15,20:01:15,17.21,-94.17,136,3.90
20090904033705,04,09,2009,2009/09/04,03,37,05,03:37:05,17.45,-95.80,134,3.80
20090905035231,05,09,2009,2009/09/05,03,52,31,03:52:31,17.17,-96.76,055,3.60
20090906102604,06,09,2009,2009/09/06,10,26,04,10:26:04,14.81,-93.87,021,4.10
20090907113900,07,09,2009,2009/09/07,11,39,00,11:39:00,18.27,-94.63,008,4.20
20090908071125,08,09,2009,2009/09/08,07,11,25,07:11:25,17.23,-94.84,131,3.80
20090909075743,09,09,2009,2009/09/09,07,57,43,07:57:43,14.09,-93.39,020,4.00
20090910175916,10,09,2009,2009/09/10,17,59,16,17:59:16,16.65,-94.74,086,4.00
20090911022103,11,09,2009,2009/09/11,02,21,03,02:21:03,16.14,-94.28,081,3.90
20090912172654,12,09,2009,2009/09/12,17,26,54,17:26:54,15.50,-96.40,006,4.00
20090913205134,13,09,2009,2009/09/13,20,51,34,20:51:34,14.09,-93.24,018,4.40
20090914001914,14,09,2009,2009/09/14,00,19,14,00:19:14,16.01,-97.60,016,3.60
20090915075737,15,09,2009,2009/09/15,07,57,37,07:57:37,15.10,-93.86,016,4.10
20090916202656,16,09,2009,2009/09/16,20,26,56,20:26:56,15.20,-93.90,030,4.10
20090917235352,17,09,2009,2009/09/17,23,53,52,23:53:52,14.57,-92.84,062,4.20
20090918213121,18,09,2009,2009/09/18,21,31,21,21:31:21,16.06,-97.75,027,3.60
20090919042606,19,09,2009,2009/09/19,04,26,06,04:26:06,15.22,-95.61,016,4.10
20090920075814,20,09,2009,2009/09/20,07,58,14,07:58:14,15.20,-95.65,015,4.20
20090921191856,21,09,2009,2009/09/21,19,18,56,19:18:56,15.49,-93.65,074,4.10
20090922040424,22,09,2009,2009/09/22,04,04,24,04:04:24,16.01,-96.87,015,3.60
20090923043507,23,09,2009,2009/09/23,04,35,07,04:35:07,14.07,-93.17,011,4.00
20090924061932,24,09,2009,2009/09/24,06,19,32,06:19:32,14.04,-93.17,016,4.00
20090925094614,25,09,2009,2009/09/25,09,46,14,09:46:14,16.13,-94.92,055,3.80
20090926123253,26,09,2009,2009/09/26,12,32,53,12:32:53,17.42,-95.10,143,3.80
20090927142509,27,09,2009,2009/09/27,14,25,09,14:25:09,14.41,-92.21,069,4.90
20090928231609,28,09,2009,2009/09/28,23,16,09,23:16:09,16.12,-97.71,020,3.70
20090929055147,29,09,2009,2009/09/29,05,51,47,05:51:47,15.76,-95.22,056,3.90
20090930233946,30,09,2009,2009/09/30,23,39,46,23:39:46,16.03,-97.73,020,3.70
20091001101055,01,10,2009,2009/10/01,10,10,55,10:10:55,14.27,-94.19,016,3.90
20091002102320,02,10,2009,2009/10/02,10,23,20,10:23:20,16.63,-94.74,082,4.00
20091003011923,03,10,2009,2009/10/03,01,19,23,01:19:23,16.87,-94.83,137,3.70
20091004202450,04,10,2009,2009/10/04,20,24,50,20:24:50,15.67,-96.91,016,3.50
20091005224242,05,10,2009,2009/10/05,22,42,42,22:42:42,16.70,-95.59,142,3.50
20091006004554,06,10,2009,2009/10/06,00,45,54,00:45:54,17.04,-95.35,121,3.80
20091007155931,07,10,2009,2009/10/07,15,59,31,15:59:31,15.68,-94.04,057,4.00
20091008174731,08,10,2009,2009/10/08,17,47,31,17:47:31,15.07,-94.93,016,3.90
20091009051540,09,10,2009,2009/10/09,05,15,40,05:15:40,15.79,-92.86,174,4.00
20091010100546,10,10,2009,2009/10/10,10,05,46,10:05:46,14.24,-94.05,016,4.40
20091011111945,11,10,2009,2009/10/11,11,19,45,11:19:45,14.07,-93.73,018,4.50
20091012174255,12,10,2009,2009/10/12,17,42,55,17:42:55,15.55,-95.47,012,3.90
20091013175144,13,10,2009,2009/10/13,17,51,44,17:51:44,17.25,-96.59,079,3.60
20091014213624,14,10,2009,2009/10/14,21,36,24,21:36:24,13.98,-93.24,017,4.30
20091015060324,15,10,2009,2009/10/15,06,03,24,06:03:24,14.35,-93.07,015,4.20
20091016081908,16,10,2009,2009/10/16,08,19,08,08:19:08,15.04,-95.50,026,4.20
20091017133850,17,10,2009,2009/10/17,13,38,50,13:38:50,15.82,-93.92,067,4.00
20091018014807,18,10,2009,2009/10/18,01,48,07,01:48:07,14.27,-93.95,020,4.20
20091019061201,19,10,2009,2009/10/19,06,12,01,06:12:01,15.81,-96.50,035,3.70
20091020072916,20,10,2009,2009/10/20,07,29,16,07:29:16,15.85,-96.01,022,4.00
20091021120829,21,10,2009,2009/10/21,12,08,29,12:08:29,14.32,-92.94,020,4.50
20091022152911,22,10,2009,2009/10/22,15,29,11,15:29:11,16.19,-97.57,006,3.50
20091023150128,23,10,2009,2009/10/23,15,01,28,15:01:28,15.29,-94.73,020,4.40
20091024063512,24,10,2009,2009/10/24,06,35,12,06:35:12,16.05,-97.05,027,3.90
20091025133944,25,10,2009,2009/10/25,13,39,44,13:39:44,16.28,-98.03,015,3.70
20091026152056,26,10,2009,2009/10/26,15,20,56,15:20:56,15.91,-94.47,020,3.70
20091027163039,27,10,2009,2009/10/27,16,30,39,16:30:39,15.79,-95.96,013,4.20
20091028074939,28,10,2009,2009/10/28,07,49,39,07:49:39,16.62,-97.18,031,3.50
20091029080209,29,10,2009,2009/10/29,08,02,09,08:02:09,16.95,-98.13,054,3.30
20091030093116,30,10,2009,2009/10/30,09,31,16,09:31:16,17.28,-93.97,180,4.00
20091031033833,31,10,2009,2009/10/31,03,38,33,03:38:33,17.38,-95.41,140,3.90
20091101045329,01,11,2009,2009/11/01,04,53,29,04:53:29,15.45,-92.95,113,3.40
20091102080207,02,11,2009,2009/11/02,08,02,07,08:02:07,16.32,-93.77,120,3.80
20091103114013,03,11,2009,2009/11/03,11,40,13,11:40:13,16.92,-94.85,126,4.00
20091104110801,04,11,2009,2009/11/04,11,08,01,11:08:01,16.39,-95.89,013,3.80
20091105112922,05,11,2009,2009/11/05,11,29,22,11:29:22,15.31,-95.75,020,3.90
20091106115650,06,11,2009,2009/11/06,11,56,50,11:56:50,16.01,-97.57,016,3.90
20091107131235,07,11,2009,2009/11/07,13,12,35,13:12:35,14.39,-93.66,018,3.80
20091108132232,08,11,2009,2009/11/08,13,22,32,13:22:32,14.07,-93.67,017,3.90
20091109055743,09,11,2009,2009/11/09,05,57,43,05:57:43,17.48,-95.15,156,4.00
20091110082157,10,11,2009,2009/11/10,08,21,57,08:21:57,16.08,-97.56,015,3.90
20091111091847,11,11,2009,2009/11/11,09,18,47,09:18:47,14.93,-95.01,016,4.10
20091112140026,12,11,2009,2009/11/12,14,00,26,14:00:26,15.49,-95.46,024,3.90
20091113153417,13,11,2009,2009/11/13,15,34,17,15:34:17,15.54,-93.39,097,3.60
20091114231945,14,11,2009,2009/11/14,23,19,45,23:19:45,14.93,-93.94,007,3.80
20091115235150,15,11,2009,2009/11/15,23,51,50,23:51:50,17.26,-95.01,133,4.10
20091116202855,16,11,2009,2009/11/16,20,28,55,20:28:55,16.37,-97.46,015,3.60
20091117225255,17,11,2009,2009/11/17,22,52,55,22:52:55,15.69,-96.02,005,3.70
20091118000113,18,11,2009,2009/11/18,00,01,13,00:01:13,14.65,-94.44,016,4.00
20091119010058,19,11,2009,2009/11/19,01,00,58,01:00:58,16.99,-94.65,137,3.70
20091120112934,20,11,2009,2009/11/20,11,29,34,11:29:34,16.50,-94.73,085,3.80
20091121135810,21,11,2009,2009/11/21,13,58,10,13:58:10,16.67,-94.95,104,3.90
20091122140145,22,11,2009,2009/11/22,14,01,45,14:01:45,14.32,-93.40,016,3.90
20091123153712,23,11,2009,2009/11/23,15,37,12,15:37:12,16.09,-95.25,084,4.10
20091124182517,24,11,2009,2009/11/24,18,25,17,18:25:17,16.87,-95.05,133,3.80
20091125142740,25,11,2009,2009/11/25,14,27,40,14:27:40,15.11,-95.12,016,3.90
20091126023451,26,11,2009,2009/11/26,02,34,51,02:34:51,14.41,-93.06,016,3.90
20091127035719,27,11,2009,2009/11/27,03,57,19,03:57:19,16.89,-94.30,137,3.70
20091128050459,28,11,2009,2009/11/28,05,04,59,05:04:59,15.91,-95.07,078,4.20
20091129084803,29,11,2009,2009/11/29,08,48,03,08:48:03,16.49,-94.05,118,3.80
20091130091353,30,11,2009,2009/11/30,09,13,53,09:13:53,14.77,-93.84,016,4.00
20091201150851,01,12,2009,2009/12/01,15,08,51,15:08:51,16.65,-94.96,088,4.00
20091202030345,02,12,2009,2009/12/02,03,03,45,03:03:45,17.23,-95.32,140,3.80
20091203093039,03,12,2009,2009/12/03,09,30,39,09:30:39,15.06,-92.95,087,3.90
20091204114141,04,12,2009,2009/12/04,11,41,41,11:41:41,17.08,-95.50,142,3.80
20091205211412,05,12,2009,2009/12/05,21,14,12,21:14:12,16.64,-94.17,124,3.70
20091206021335,06,12,2009,2009/12/06,02,13,35,02:13:35,16.73,-94.09,126,3.90
20091207141326,07,12,2009,2009/12/07,14,13,26,14:13:26,15.98,-96.69,043,3.50
20091208151515,08,12,2009,2009/12/08,15,15,15,15:15:15,14.33,-93.32,011,4.40
20091209155405,09,12,2009,2009/12/09,15,54,05,15:54:05,14.20,-93.37,006,4.20
20091210001412,10,12,2009,2009/12/10,00,14,12,00:14:12,15.56,-95.91,009,3.90
20091211053743,11,12,2009,2009/12/11,05,37,43,05:37:43,14.78,-94.62,016,4.50
20091212060851,12,12,2009,2009/12/12,06,08,51,06:08:51,16.91,-95.53,008,3.90
20091213175338,13,12,2009,2009/12/13,17,53,38,17:53:38,17.13,-94.81,152,3.70
20091214194410,14,12,2009,2009/12/14,19,44,10,19:44:10,15.91,-93.66,101,3.80
20091215121310,15,12,2009,2009/12/15,12,13,10,12:13:10,16.67,-94.79,106,3.90
20091216205544,16,12,2009,2009/12/16,20,55,44,20:55:44,15.08,-93.66,038,4.10
20091217073752,17,12,2009,2009/12/17,07,37,52,07:37:52,15.64,-93.78,081,4.10
20091218090308,18,12,2009,2009/12/18,09,03,08,09:03:08,16.86,-91.07,029,4.00
20091219115412,19,12,2009,2009/12/19,11,54,12,11:54:12,15.33,-94.32,020,4.10
20091220045227,20,12,2009,2009/12/20,04,52,27,04:52:27,14.28,-92.62,013,5.00
20091221112825,21,12,2009,2009/12/21,11,28,25,11:28:25,13.98,-93.00,018,4.20
20091222163011,22,12,2009,2009/12/22,16,30,11,16:30:11,15.38,-91.86,221,4.50
20091223000746,23,12,2009,2009/12/23,00,07,46,00:07:46,14.22,-92.67,017,3.90
20091224214816,24,12,2009,2009/12/24,21,48,16,21:48:16,15.94,-94.25,069,4.20
20091225231528,25,12,2009,2009/12/25,23,15,28,23:15:28,15.57,-93.33,090,3.90
20091226010258,26,12,2009,2009/12/26,01,02,58,01:02:58,17.02,-95.33,116,4.00
20091227083117,27,12,2009,2009/12/27,08,31,17,08:31:17,16.07,-97.56,017,3.90
20091228120433,28,12,2009,2009/12/28,12,04,33,12:04:33,14.36,-92.81,027,4.00
20091229120708,29,12,2009,2009/12/29,12,07,08,12:07:08,16.12,-97.27,029,3.50
20091230131148,30,12,2009,2009/12/30,13,11,48,13:11:48,16.22,-94.59,082,4.20
20091231011530,31,12,2009,2009/12/31,01,15,30,01:15:30,15.44,-95.43,023,4.30
20100101034819,01,01,2010,2010/01/01,03,48,19,03:48:19,15.54,-93.50,089,4.40
20100102032603,02,01,2010,2010/01/02,03,26,03,03:26:03,17.83,-95.01,038,3.80
20100103001916,03,01,2010,2010/01/03,00,19,16,00:19:16,16.40,-94.45,084,3.70
20100104190855,04,01,2010,2010/01/04,19,08,55,19:08:55,15.94,-96.81,034,3.70
20100105071327,05,01,2010,2010/01/05,07,13,27,07:13:27,16.90,-94.26,137,3.90
20100106090948,06,01,2010,2010/01/06,09,09,48,09:09:48,18.08,-94.56,029,3.90
20100107165615,07,01,2010,2010/01/07,16,56,15,16:56:15,15.39,-93.34,089,4.30
20100108161107,08,01,2010,2010/01/08,16,11,07,16:11:07,14.32,-93.31,012,4.20
20100109083607,09,01,2010,2010/01/09,08,36,07,08:36:07,14.35,-94.00,013,3.90
20100110124345,10,01,2010,2010/01/10,12,43,45,12:43:45,16.94,-95.40,138,3.90
20100111133707,11,01,2010,2010/01/11,13,37,07,13:37:07,15.64,-95.73,010,3.70
20100112022251,12,01,2010,2010/01/12,02,22,51,02:22:51,15.21,-96.09,026,3.90
20100113075655,13,01,2010,2010/01/13,07,56,55,07:56:55,16.24,-94.78,138,4.00
20100114150609,14,01,2010,2010/01/14,15,06,09,15:06:09,15.45,-93.98,053,4.60
20100115011237,15,01,2010,2010/01/15,01,12,37,01:12:37,16.49,-94.60,105,3.90
20100116091146,16,01,2010,2010/01/16,09,11,46,09:11:46,14.60,-92.84,023,4.20
20100117190304,17,01,2010,2010/01/17,19,03,04,19:03:04,16.82,-95.19,108,3.90
20100118105059,18,01,2010,2010/01/18,10,50,59,10:50:59,17.15,-95.03,051,3.90
20100119185028,19,01,2010,2010/01/19,18,50,28,18:50:28,14.14,-93.63,020,4.50
20100120200058,20,01,2010,2010/01/20,20,00,58,20:00:58,15.27,-94.57,020,4.00
20100121234120,21,01,2010,2010/01/21,23,41,20,23:41:20,15.40,-95.80,015,3.80
20100122041050,22,01,2010,2010/01/22,04,10,50,04:10:50,15.19,-93.67,050,4.10
20100123071239,23,01,2010,2010/01/23,07,12,39,07:12:39,17.21,-95.54,125,3.90
20100124032306,24,01,2010,2010/01/24,03,23,06,03:23:06,14.15,-93.03,017,4.50
20100125181740,25,01,2010,2010/01/25,18,17,40,18:17:40,15.56,-93.61,076,3.90
20100126200347,26,01,2010,2010/01/26,20,03,47,20:03:47,15.50,-94.38,025,3.80
20100127200621,27,01,2010,2010/01/27,20,06,21,20:06:21,14.99,-94.10,016,3.60
20100128083455,28,01,2010,2010/01/28,08,34,55,08:34:55,15.03,-92.85,093,4.00
20100129094349,29,01,2010,2010/01/29,09,43,49,09:43:49,15.50,-94.09,043,4.00
20100130192256,30,01,2010,2010/01/30,19,22,56,19:22:56,14.05,-93.78,018,4.10
20100131223514,31,01,2010,2010/01/31,22,35,14,22:35:14,16.81,-93.83,167,4.10
20100201000847,01,02,2010,2010/02/01,00,08,47,00:08:47,14.33,-92.67,023,4.20
20100202023627,02,02,2010,2010/02/02,02,36,27,02:36:27,15.47,-92.06,214,4.10
20100203090636,03,02,2010,2010/02/03,09,06,36,09:06:36,15.82,-95.63,006,4.00
20100204193010,04,02,2010,2010/02/04,19,30,10,19:30:10,15.32,-93.42,087,3.90
20100205210533,05,02,2010,2010/02/05,21,05,33,21:05:33,16.99,-94.14,154,4.10
20100206221649,06,02,2010,2010/02/06,22,16,49,22:16:49,16.21,-97.62,066,3.70
20100207010827,07,02,2010,2010/02/07,01,08,27,01:08:27,16.84,-94.34,128,4.20
20100208031859,08,02,2010,2010/02/08,03,18,59,03:18:59,17.09,-94.84,056,4.00
20100209181227,09,02,2010,2010/02/09,18,12,27,18:12:27,14.52,-93.20,016,4.10
20100210032627,10,02,2010,2010/02/10,03,26,27,03:26:27,17.18,-94.54,142,3.90
20100211055104,11,02,2010,2010/02/11,05,51,04,05:51:04,16.61,-94.60,106,3.90
20100212103548,12,02,2010,2010/02/12,10,35,48,10:35:48,15.42,-94.79,036,3.90
20100213165559,13,02,2010,2010/02/13,16,55,59,16:55:59,16.09,-95.62,067,3.90
20100214210245,14,02,2010,2010/02/14,21,02,45,21:02:45,15.94,-97.38,014,3.70
20100215002223,15,02,2010,2010/02/15,00,22,23,00:22:23,16.23,-97.33,019,3.60
20100216021615,16,02,2010,2010/02/16,02,16,15,02:16:15,15.00,-94.18,050,3.90
20100217043145,17,02,2010,2010/02/17,04,31,45,04:31:45,16.59,-93.04,063,4.00
20100218054532,18,02,2010,2010/02/18,05,45,32,05:45:32,16.57,-96.48,059,3.60
20100219064553,19,02,2010,2010/02/19,06,45,53,06:45:53,15.65,-96.04,005,3.50
20100220065952,20,02,2010,2010/02/20,06,59,52,06:59:52,15.94,-92.72,199,4.00
20100221090420,21,02,2010,2010/02/21,09,04,20,09:04:20,15.99,-97.14,016,3.60
20100222194125,22,02,2010,2010/02/22,19,41,25,19:41:25,14.05,-92.86,023,6.60
20100223194340,23,02,2010,2010/02/23,19,43,40,19:43:40,14.21,-92.89,020,4.80
20100224203949,24,02,2010,2010/02/24,20,39,49,20:39:49,14.07,-92.92,019,4.20
20100225021202,25,02,2010,2010/02/25,02,12,02,02:12:02,14.01,-92.92,020,4.40
20100226025356,26,02,2010,2010/02/26,02,53,56,02:53:56,14.35,-92.80,016,4.40
20100227175609,27,02,2010,2010/02/27,17,56,09,17:56:09,14.17,-92.80,016,4.40
20100228185042,28,02,2010,2010/02/28,18,50,42,18:50:42,15.61,-96.72,010,3.50
20100301230327,01,03,2010,2010/03/01,23,03,27,23:03:27,15.95,-96.71,026,3.40
20100302054921,02,03,2010,2010/03/02,05,49,21,05:49:21,13.92,-93.13,015,4.20
20100303091912,03,03,2010,2010/03/03,09,19,12,09:19:12,17.61,-91.55,013,4.20
20100304120420,04,03,2010,2010/03/04,12,04,20,12:04:20,17.45,-94.66,150,3.90
20100305122803,05,03,2010,2010/03/05,12,28,03,12:28:03,15.06,-92.83,077,3.60
20100306161107,06,03,2010,2010/03/06,16,11,07,16:11:07,14.04,-93.14,012,4.00
20100307011212,07,03,2010,2010/03/07,01,12,12,01:12:12,17.85,-98.06,054,3.80
20100308141153,08,03,2010,2010/03/08,14,11,53,14:11:53,16.19,-94.57,090,4.10
20100309024601,09,03,2010,2010/03/09,02,46,01,02:46:01,15.62,-93.75,073,4.20
20100310072030,10,03,2010,2010/03/10,07,20,30,07:20:30,16.12,-95.82,009,4.10
20100311235559,11,03,2010,2010/03/11,23,55,59,23:55:59,14.59,-94.47,016,3.90
20100312002749,12,03,2010,2010/03/12,00,27,49,00:27:49,17.56,-94.99,139,3.90
20100313002858,13,03,2010,2010/03/13,00,28,58,00:28:58,15.81,-93.07,110,4.20
20100314043225,14,03,2010,2010/03/14,04,32,25,04:32:25,17.47,-94.29,194,3.90
20100315082250,15,03,2010,2010/03/15,08,22,50,08:22:50,16.90,-95.36,062,3.90
20100316093115,16,03,2010,2010/03/16,09,31,15,09:31:15,14.76,-93.69,020,4.10
20100317131822,17,03,2010,2010/03/17,13,18,22,13:18:22,13.91,-93.29,020,4.20
20100318140424,18,03,2010,2010/03/18,14,04,24,14:04:24,15.92,-97.72,027,3.70
20100319142229,19,03,2010,2010/03/19,14,22,29,14:22:29,16.06,-97.74,020,3.80
20100320183242,20,03,2010,2010/03/20,18,32,42,18:32:42,16.06,-97.67,007,3.50
20100321105919,21,03,2010,2010/03/21,10,59,19,10:59:19,17.18,-94.71,143,3.90
20100322111511,22,03,2010,2010/03/22,11,15,11,11:15:11,14.49,-93.51,021,4.30
20100323123829,23,03,2010,2010/03/23,12,38,29,12:38:29,16.18,-97.72,030,3.60
20100324203015,24,03,2010,2010/03/24,20,30,15,20:30:15,16.98,-95.50,099,3.80
20100325051441,25,03,2010,2010/03/25,05,14,41,05:14:41,16.98,-94.99,126,4.10
20100326234213,26,03,2010,2010/03/26,23,42,13,23:42:13,15.93,-94.46,068,3.90
20100327075420,27,03,2010,2010/03/27,07,54,20,07:54:20,15.45,-95.74,017,3.80
20100328151828,28,03,2010,2010/03/28,15,18,28,15:18:28,16.01,-93.98,103,3.90
20100329220549,29,03,2010,2010/03/29,22,05,49,22:05:49,15.37,-95.79,020,3.80
20100330231127,30,03,2010,2010/03/30,23,11,27,23:11:27,15.60,-97.58,010,3.90
20100331084316,31,03,2010,2010/03/31,08,43,16,08:43:16,16.04,-95.82,046,3.90
20100401121845,01,04,2010,2010/04/01,12,18,45,12:18:45,16.91,-94.04,161,3.80
20100402153650,02,04,2010,2010/04/02,15,36,50,15:36:50,16.95,-96.27,043,3.60
20100403165037,03,04,2010,2010/04/03,16,50,37,16:50:37,15.92,-97.31,023,3.80
20100404030533,04,04,2010,2010/04/04,03,05,33,03:05:33,14.26,-92.87,010,4.10
20100405150331,05,04,2010,2010/04/05,15,03,31,15:03:31,17.02,-94.60,023,3.70
20100406181200,06,04,2010,2010/04/06,18,12,00,18:12:00,14.46,-93.47,019,4.80
20100407190207,07,04,2010,2010/04/07,19,02,07,19:02:07,15.20,-93.71,062,4.10
20100408204016,08,04,2010,2010/04/08,20,40,16,20:40:16,14.76,-93.51,024,4.10
20100409211001,09,04,2010,2010/04/09,21,10,01,21:10:01,14.64,-93.39,024,4.30
20100410020718,10,04,2010,2010/04/10,02,07,18,02:07:18,14.60,-93.41,021,4.00
20100411142825,11,04,2010,2010/04/11,14,28,25,14:28:25,16.73,-94.31,125,3.90
20100412000947,12,04,2010,2010/04/12,00,09,47,00:09:47,16.56,-95.22,075,3.90
20100413022601,13,04,2010,2010/04/13,02,26,01,02:26:01,14.66,-93.14,016,3.90
20100414083419,14,04,2010,2010/04/14,08,34,19,08:34:19,16.84,-96.60,064,3.80
20100415102626,15,04,2010,2010/04/15,10,26,26,10:26:26,14.41,-92.86,016,3.90
20100416163744,16,04,2010,2010/04/16,16,37,44,16:37:44,14.70,-93.15,016,4.00
20100417000258,17,04,2010,2010/04/17,00,02,58,00:02:58,17.77,-93.44,106,4.00
20100418005319,18,04,2010,2010/04/18,00,53,19,00:53:19,15.42,-95.68,010,3.90
20100419094409,19,04,2010,2010/04/19,09,44,09,09:44:09,14.82,-93.19,031,4.20
20100420033912,20,04,2010,2010/04/20,03,39,12,03:39:12,17.21,-92.30,016,3.60
20100421175332,21,04,2010,2010/04/21,17,53,32,17:53:32,14.18,-93.42,020,3.70
20100422180912,22,04,2010,2010/04/22,18,09,12,18:09:12,14.19,-93.38,013,4.20
20100423234110,23,04,2010,2010/04/23,23,41,10,23:41:10,16.28,-93.92,109,3.90
20100424133108,24,04,2010,2010/04/24,13,31,08,13:31:08,15.72,-94.05,075,3.80
20100425223209,25,04,2010,2010/04/25,22,32,09,22:32:09,17.01,-94.85,051,3.90
20100426024500,26,04,2010,2010/04/26,02,45,00,02:45:00,15.74,-94.88,019,3.80
20100427043417,27,04,2010,2010/04/27,04,34,17,04:34:17,16.60,-94.83,092,3.90
20100428103327,28,04,2010,2010/04/28,10,33,27,10:33:27,16.09,-97.20,016,3.70
20100429121740,29,04,2010,2010/04/29,12,17,40,12:17:40,16.00,-97.15,027,3.70
20100430085420,30,04,2010,2010/04/30,08,54,20,08:54:20,16.03,-97.57,021,4.00
20100501151754,01,05,2010,2010/05/01,15,17,54,15:17:54,15.76,-96.75,009,3.50
20100502093621,02,05,2010,2010/05/02,09,36,21,09:36:21,16.27,-94.15,085,3.80
20100503144823,03,05,2010,2010/05/03,14,48,23,14:48:23,15.74,-94.98,034,4.00
20100504201332,04,05,2010,2010/05/04,20,13,32,20:13:32,16.89,-95.21,106,4.00
20100505230145,05,05,2010,2010/05/05,23,01,45,23:01:45,15.83,-97.24,014,3.70
20100506075150,06,05,2010,2010/05/06,07,51,50,07:51:50,15.57,-95.92,009,4.00
20100507001510,07,05,2010,2010/05/07,00,15,10,00:15:10,16.05,-97.14,009,3.60
20100508053537,08,05,2010,2010/05/08,05,35,37,05:35:37,17.06,-95.57,093,4.00
20100509073936,09,05,2010,2010/05/09,07,39,36,07:39:36,15.16,-91.88,190,4.00
20100510091503,10,05,2010,2010/05/10,09,15,03,09:15:03,16.65,-95.23,077,3.80
20100511202840,11,05,2010,2010/05/11,20,28,40,20:28:40,16.07,-97.72,013,3.60
20100512020826,12,05,2010,2010/05/12,02,08,26,02:08:26,14.35,-93.25,024,4.00
20100513045356,13,05,2010,2010/05/13,04,53,56,04:53:56,16.42,-97.36,020,3.70
20100514093311,14,05,2010,2010/05/14,09,33,11,09:33:11,15.25,-92.45,095,4.00
20100515111627,15,05,2010,2010/05/15,11,16,27,11:16:27,17.10,-95.83,101,4.00
20100516140110,16,05,2010,2010/05/16,14,01,10,14:01:10,14.95,-94.69,022,4.00
20100517141009,17,05,2010,2010/05/17,14,10,09,14:10:09,14.39,-92.84,010,4.10
20100518192349,18,05,2010,2010/05/18,19,23,49,19:23:49,15.48,-96.43,020,4.20
20100519000041,19,05,2010,2010/05/19,00,00,41,00:00:41,15.74,-96.63,008,3.80
20100520034528,20,05,2010,2010/05/20,03,45,28,03:45:28,16.41,-97.26,059,3.80
20100521044208,21,05,2010,2010/05/21,04,42,08,04:42:08,16.35,-93.46,147,3.90
20100522100018,22,05,2010,2010/05/22,10,00,18,10:00:18,17.78,-95.80,118,3.80
20100523182641,23,05,2010,2010/05/23,18,26,41,18:26:41,16.04,-97.59,018,4.00
20100524064101,24,05,2010,2010/05/24,06,41,01,06:41:01,14.56,-94.02,005,3.80
20100525085009,25,05,2010,2010/05/25,08,50,09,08:50:09,15.90,-97.01,028,3.60
20100526213147,26,05,2010,2010/05/26,21,31,47,21:31:47,15.84,-93.66,107,3.70
20100527225448,27,05,2010,2010/05/27,22,54,48,22:54:48,15.67,-94.16,066,3.90
20100528105607,28,05,2010,2010/05/28,10,56,07,10:56:07,15.28,-94.34,019,3.70
20100529142043,29,05,2010,2010/05/29,14,20,43,14:20:43,15.20,-93.52,075,4.00
20100530203307,30,05,2010,2010/05/30,20,33,07,20:33:07,17.54,-95.08,128,3.70
20100531084140,31,05,2010,2010/05/31,08,41,40,08:41:40,17.00,-94.07,153,3.90
20100601102320,01,06,2010,2010/06/01,10,23,20,10:23:20,14.21,-93.05,020,4.60
20100602151119,02,06,2010,2010/06/02,15,11,19,15:11:19,16.11,-97.75,029,3.90
20100603173819,03,06,2010,2010/06/03,17,38,19,17:38:19,17.36,-95.19,104,3.70
20100604232754,04,06,2010,2010/06/04,23,27,54,23:27:54,14.10,-93.03,016,4.50
20100605150303,05,06,2010,2010/06/05,15,03,03,15:03:03,15.87,-96.46,013,4.00
20100606154329,06,06,2010,2010/06/06,15,43,29,15:43:29,17.90,-95.05,137,3.60
20100607205930,07,06,2010,2010/06/07,20,59,30,20:59:30,17.06,-95.09,125,3.70
20100608082103,08,06,2010,2010/06/08,08,21,03,08:21:03,16.04,-96.43,029,3.50
